"Statistic Label","CensusYear","Detailed Marital Status","County and City","Sex","Age Group","UNIT","VALUE"
"Population","2011","All marital status","Laois","Both sexes","65 - 69 years","Number","2664"
"Population","2011","All marital status","Laois","Both sexes","70 - 74 years","Number","1946"
"Population","2011","All marital status","Laois","Both sexes","75 - 79 years","Number","1556"
"Population","2011","All marital status","Laois","Both sexes","80 - 84 years","Number","1109"
"Population","2011","All marital status","Laois","Both sexes","85 years and over","Number","825"
"Population","2011","All marital status","Laois","Male","All ages","Number","40587"
"Population","2011","All marital status","Laois","Male","Under 25 years","Number","14794"
"Population","2011","All marital status","Laois","Male","25 - 29 years","Number","3073"
"Population","2011","All marital status","Laois","Male","30 - 34 years","Number","3540"
"Population","2011","All marital status","Laois","Male","35 - 39 years","Number","3298"
"Population","2011","All marital status","Laois","Male","40 - 44 years","Number","3156"
"Population","2011","All marital status","Laois","Male","45 - 49 years","Number","2676"
"Population","2011","All marital status","Laois","Male","50 - 54 years","Number","2414"
"Population","2011","All marital status","Laois","Male","55 - 59 years","Number","2070"
"Population","2011","All marital status","Laois","Male","60 - 64 years","Number","1712"
"Population","2011","All marital status","Laois","Male","65 - 69 years","Number","1346"
"Population","2011","All marital status","Laois","Male","70 - 74 years","Number","953"
"Population","2011","All marital status","Laois","Male","75 - 79 years","Number","737"
"Population","2011","All marital status","Laois","Male","80 - 84 years","Number","509"
"Population","2011","All marital status","Laois","Male","85 years and over","Number","309"
"Population","2011","All marital status","Laois","Female","All ages","Number","39972"
"Population","2011","All marital status","Laois","Female","Under 25 years","Number","14493"
"Population","2011","All marital status","Laois","Female","25 - 29 years","Number","3242"
"Population","2011","All marital status","Laois","Female","30 - 34 years","Number","3554"
"Population","2011","All marital status","Laois","Female","35 - 39 years","Number","3272"
"Population","2011","All marital status","Laois","Female","40 - 44 years","Number","2901"
"Population","2011","All marital status","Laois","Female","45 - 49 years","Number","2524"
"Population","2011","All marital status","Laois","Female","50 - 54 years","Number","2214"
"Population","2011","All marital status","Laois","Female","55 - 59 years","Number","1905"
"Population","2011","All marital status","Laois","Female","60 - 64 years","Number","1621"
"Population","2011","All marital status","Laois","Female","65 - 69 years","Number","1318"
"Population","2011","All marital status","Laois","Female","70 - 74 years","Number","993"
"Population","2011","All marital status","Laois","Female","75 - 79 years","Number","819"
"Population","2011","All marital status","Laois","Female","80 - 84 years","Number","600"
"Population","2011","All marital status","Laois","Female","85 years and over","Number","516"
"Population","2011","All marital status","Longford","Both sexes","All ages","Number","39000"
"Population","2011","All marital status","Longford","Both sexes","Under 25 years","Number","13573"
"Population","2011","All marital status","Longford","Both sexes","25 - 29 years","Number","2718"
"Population","2011","All marital status","Longford","Both sexes","30 - 34 years","Number","2985"
"Population","2011","All marital status","Longford","Both sexes","35 - 39 years","Number","2880"
"Population","2011","All marital status","Longford","Both sexes","40 - 44 years","Number","2807"
"Population","2011","All marital status","Longford","Both sexes","45 - 49 years","Number","2480"
"Population","2011","All marital status","Longford","Both sexes","50 - 54 years","Number","2344"
"Population","2011","All marital status","Longford","Both sexes","55 - 59 years","Number","2272"
"Population","2011","All marital status","Longford","Both sexes","60 - 64 years","Number","2058"
"Population","2011","All marital status","Longford","Both sexes","65 - 69 years","Number","1633"
"Population","2011","All marital status","Longford","Both sexes","70 - 74 years","Number","1127"
"Population","2011","All marital status","Longford","Both sexes","75 - 79 years","Number","957"
"Population","2011","All marital status","Longford","Both sexes","80 - 84 years","Number","628"
"Population","2011","All marital status","Longford","Both sexes","85 years and over","Number","538"
"Population","2011","All marital status","Longford","Male","All ages","Number","19649"
"Population","2011","All marital status","Longford","Male","Under 25 years","Number","6958"
"Population","2011","All marital status","Longford","Male","25 - 29 years","Number","1285"
"Population","2011","All marital status","Longford","Male","30 - 34 years","Number","1493"
"Population","2011","All marital status","Longford","Male","35 - 39 years","Number","1497"
"Population","2011","All marital status","Longford","Male","40 - 44 years","Number","1399"
"Population","2011","All marital status","Longford","Male","45 - 49 years","Number","1285"
"Population","2011","All marital status","Longford","Male","50 - 54 years","Number","1190"
"Population","2011","All marital status","Longford","Male","55 - 59 years","Number","1183"
"Population","2011","All marital status","Longford","Male","60 - 64 years","Number","1074"
"Population","2011","All marital status","Longford","Male","65 - 69 years","Number","804"
"Population","2011","All marital status","Longford","Male","70 - 74 years","Number","593"
"Population","2011","All marital status","Longford","Male","75 - 79 years","Number","469"
"Population","2011","All marital status","Longford","Male","80 - 84 years","Number","240"
"Population","2011","All marital status","Longford","Male","85 years and over","Number","179"
"Population","2011","All marital status","Longford","Female","All ages","Number","19351"
"Population","2011","All marital status","Longford","Female","Under 25 years","Number","6615"
"Population","2011","All marital status","Longford","Female","25 - 29 years","Number","1433"
"Population","2011","All marital status","Longford","Female","30 - 34 years","Number","1492"
"Population","2011","All marital status","Longford","Female","35 - 39 years","Number","1383"
"Population","2011","All marital status","Longford","Female","40 - 44 years","Number","1408"
"Population","2011","All marital status","Longford","Female","45 - 49 years","Number","1195"
"Population","2011","All marital status","Longford","Female","50 - 54 years","Number","1154"
"Population","2011","All marital status","Longford","Female","55 - 59 years","Number","1089"
"Population","2011","All marital status","Longford","Female","60 - 64 years","Number","984"
"Population","2011","All marital status","Longford","Female","65 - 69 years","Number","829"
"Population","2011","All marital status","Longford","Female","70 - 74 years","Number","534"
"Population","2011","All marital status","Longford","Female","75 - 79 years","Number","488"
"Population","2011","All marital status","Longford","Female","80 - 84 years","Number","388"
"Population","2011","All marital status","Longford","Female","85 years and over","Number","359"
"Population","2011","All marital status","Louth","Both sexes","All ages","Number","122897"
"Population","2011","All marital status","Louth","Both sexes","Under 25 years","Number","44105"
"Population","2011","All marital status","Louth","Both sexes","25 - 29 years","Number","9030"
"Population","2011","All marital status","Louth","Both sexes","30 - 34 years","Number","9986"
"Population","2011","All marital status","Louth","Both sexes","35 - 39 years","Number","9943"
"Population","2011","All marital status","Louth","Both sexes","40 - 44 years","Number","9323"
"Population","2011","All marital status","Louth","Both sexes","45 - 49 years","Number","8248"
"Population","2011","All marital status","Louth","Both sexes","50 - 54 years","Number","7044"
"Population","2011","All marital status","Louth","Both sexes","55 - 59 years","Number","6220"
"Population","2011","All marital status","Louth","Both sexes","60 - 64 years","Number","5521"
"Population","2011","All marital status","Louth","Both sexes","65 - 69 years","Number","4488"
"Population","2011","All marital status","Louth","Both sexes","70 - 74 years","Number","3364"
"Population","2011","All marital status","Louth","Both sexes","75 - 79 years","Number","2471"
"Population","2011","All marital status","Louth","Both sexes","80 - 84 years","Number","1702"
"Population","2011","All marital status","Louth","Both sexes","85 years and over","Number","1452"
"Population","2011","All marital status","Louth","Male","All ages","Number","60763"
"Population","2011","All marital status","Louth","Male","Under 25 years","Number","22316"
"Population","2011","All marital status","Louth","Male","25 - 29 years","Number","4357"
"Population","2011","All marital status","Louth","Male","30 - 34 years","Number","4864"
"Population","2011","All marital status","Louth","Male","35 - 39 years","Number","4907"
"Population","2011","All marital status","Louth","Male","40 - 44 years","Number","4694"
"Population","2011","All marital status","Louth","Male","45 - 49 years","Number","4188"
"Population","2011","All marital status","Louth","Male","50 - 54 years","Number","3493"
