"Statistic Label","Sex","Socio Economic Group","Nationality","CensusYear","UNIT","VALUE"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Italian","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Italian","2016","Number","85"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Latvian","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Latvian","2016","Number","16"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Lithuanian","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Lithuanian","2016","Number","18"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Dutch","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Dutch","2016","Number","34"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Polish","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Polish","2016","Number","315"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Portuguese","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Portuguese","2016","Number","13"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Romanian","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Romanian","2016","Number","83"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Slovakian","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Slovakian","2016","Number","15"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Spanish","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Spanish","2016","Number","104"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Swedish","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Swedish","2016","Number","32"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Other European","2011","Number","575"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Other European","2016","Number","398"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Algerian","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Algerian","2016","Number","14"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Congolese","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Congolese","2016","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Egyptian","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Egyptian","2016","Number","75"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Libyan","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Libyan","2016","Number","100"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Nigerian","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Nigerian","2016","Number","298"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-South African","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-South African","2016","Number","159"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Sudanese","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Sudanese","2016","Number","187"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Zimbabwean","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Zimbabwean","2016","Number","22"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Other African","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Other African","2016","Number","60"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Chinese","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Chinese","2016","Number","24"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Indian","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Indian","2016","Number","60"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Iranian","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Iranian","2016","Number","20"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Iraqi","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Iraqi","2016","Number","68"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Japanese","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Japanese","2016","Number","20"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Malaysian","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Malaysian","2016","Number","34"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Pakistani","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Pakistani","2016","Number","420"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Filipino","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Filipino","2016","Number","40"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Thai","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Thai","2016","Number","17"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Vietnamese","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Vietnamese","2016","Number","37"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Other Asian","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Other Asian","2016","Number","61"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Brazilian","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Brazilian","2016","Number","38"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Canadian","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Canadian","2016","Number","285"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Mexican","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Mexican","2016","Number","24"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Other American","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Other American","2016","Number","50"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Australian","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-Australian","2016","Number","458"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-New Zealander","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Irish-New Zealander","2016","Number","73"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Other European","2011","Number","11"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Other European","2016","Number","19"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Other African","2011","Number","47"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Other African","2016","Number","31"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Other Asian","2011","Number","84"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Other Asian","2016","Number","65"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Other American","2011","Number","60"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Other American","2016","Number","48"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Other nationalities","2011","Number","63"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Other nationalities","2016","Number","47"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Kosovan","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","Kosovan","2016","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","All nationalities","2011","Number","132150"
"Population Usually Resident and Present in the State 2011 to 2016","Female","B. Higher professional","All nationalities","2016","Number","152095"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish","2011","Number","291887"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish","2016","Number","328350"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-American","2011","Number","1737"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-American","2016","Number","2063"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Other","2011","Number","2012"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Other","2016","Number","156"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","UK","2011","Number","7780"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","UK","2016","Number","7203"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Austrian","2011","Number","65"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Austrian","2016","Number","75"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Belgian","2011","Number","97"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Belgian","2016","Number","118"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Danish","2011","Number","66"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Danish","2016","Number","77"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Finnish","2011","Number","100"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Finnish","2016","Number","119"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","French","2011","Number","870"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","French","2016","Number","1028"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","German","2011","Number","1084"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","German","2016","Number","1122"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Greek","2011","Number","26"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Greek","2016","Number","82"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Italian","2011","Number","461"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Italian","2016","Number","765"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Luxembourger","2011","Number","2"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Luxembourger","2016","Number","3"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Dutch","2011","Number","346"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Dutch","2016","Number","343"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Portuguese","2011","Number","118"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Portuguese","2016","Number","326"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Spanish","2011","Number","614"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Spanish","2016","Number","1159"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Swedish","2011","Number","166"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Swedish","2016","Number","168"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Cypriot","2011","Number","2"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Cypriot","2016","Number","9"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Czech","2011","Number","137"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Czech","2016","Number","168"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Estonian","2011","Number","61"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Estonian","2016","Number","91"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-UK","2011","Number","1205"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-UK","2016","Number","1456"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Hungarian","2011","Number","251"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Hungarian","2016","Number","405"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Latvian","2011","Number","284"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Latvian","2016","Number","359"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Lithuanian","2011","Number","590"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Lithuanian","2016","Number","765"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Maltese","2011","Number","19"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Maltese","2016","Number","17"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Polish","2011","Number","3124"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Polish","2016","Number","3663"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Slovak","2011","Number","272"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Slovak","2016","Number","271"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Slovenian","2011","Number","12"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Slovenian","2016","Number","19"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Bulgarian","2011","Number","55"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Bulgarian","2016","Number","115"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Romanian","2011","Number","389"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Romanian","2016","Number","779"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Croatian","2011","Number","38"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Croatian","2016","Number","232"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Russian","2011","Number","221"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Russian","2016","Number","182"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Ukrainian","2011","Number","133"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Ukrainian","2016","Number","119"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Moldovan","2011","Number","55"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Moldovan","2016","Number","23"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Turk","2011","Number","20"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Turk","2016","Number","48"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Belarusian","2011","Number","54"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Belarusian","2016","Number","43"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Bosnian and Herzegovinian","2011","Number","11"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Bosnian and Herzegovinian","2016","Number","5"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Norwegian","2011","Number","45"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Norwegian","2016","Number","40"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Serbian","2011","Number","28"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Serbian","2016","Number","18"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Swiss","2011","Number","66"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Swiss","2016","Number","56"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Nigerian","2011","Number","906"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Nigerian","2016","Number","211"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","South African","2011","Number","435"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","South African","2016","Number","224"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Mauritian","2011","Number","38"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Mauritian","2016","Number","68"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Algerian","2011","Number","14"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Algerian","2016","Number","7"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Congolese","2011","Number","28"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Congolese","2016","Number","11"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Egyptian","2011","Number","21"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Egyptian","2016","Number","54"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Ghanaian","2011","Number","24"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Ghanaian","2016","Number","11"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Somali","2011","Number","4"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Somali","2016","Number","13"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Sudanese","2011","Number","18"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Sudanese","2016","Number","15"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Zimbabwean","2011","Number","154"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Zimbabwean","2016","Number","54"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Angolan","2011","Number","9"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Angolan","2016","Number","7"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Cameroonian","2011","Number","26"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Cameroonian","2016","Number","18"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Ethiopian","2011","Number","6"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Ethiopian","2016","Number","9"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Kenyan","2011","Number","48"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Kenyan","2016","Number","28"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Libyan","2011","Number","10"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Libyan","2016","Number","12"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Malawian","2011","Number","7"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Malawian","2016","Number","18"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Moroccan","2011","Number","17"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Moroccan","2016","Number","10"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Batswana","2011","Number","9"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Batswana","2016","Number","14"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Indian","2011","Number","5731"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Indian","2016","Number","1851"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Filipino","2011","Number","3672"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Filipino","2016","Number","629"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Chinese","2011","Number","314"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Chinese","2016","Number","382"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Pakistani","2011","Number","120"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Pakistani","2016","Number","122"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Malaysian","2011","Number","70"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Malaysian","2016","Number","47"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Bangladeshi","2011","Number","14"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Bangladeshi","2016","Number","12"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Iraqi","2011","Number","42"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Iraqi","2016","Number","8"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Saudi","2011","Number","15"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Saudi","2016","Number","22"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Thai","2011","Number","93"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Thai","2016","Number","125"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Georgian","2011","Number","27"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Georgian","2016","Number","13"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Iranian","2011","Number","23"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Iranian","2016","Number","30"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Israeli","2011","Number","13"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Israeli","2016","Number","60"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Japanese","2011","Number","105"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Japanese","2016","Number","133"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","South Korean","2011","Number","54"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","South Korean","2016","Number","67"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Kuwaiti","2011","Number","6"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Kuwaiti","2016","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Mongolian","2011","Number","18"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Mongolian","2016","Number","15"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Nepalese","2011","Number","9"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Nepalese","2016","Number","11"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Omani","2011","Number","1"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Omani","2016","Number","6"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Singaporean","2011","Number","8"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Singaporean","2016","Number","8"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Sri Lankan","2011","Number","20"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Sri Lankan","2016","Number","18"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Syrian","2011","Number","10"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Syrian","2016","Number","24"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Taiwanese","2011","Number","11"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Taiwanese","2016","Number","30"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Vietnamese","2011","Number","32"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Vietnamese","2016","Number","27"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","American (US)","2011","Number","1041"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","American (US)","2016","Number","944"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Brazilian","2011","Number","188"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Brazilian","2016","Number","506"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Canadian","2011","Number","235"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Canadian","2016","Number","223"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Argentine","2011","Number","36"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Argentine","2016","Number","46"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Chilean","2011","Number","22"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Chilean","2016","Number","17"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Colombian","2011","Number","25"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Colombian","2016","Number","16"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Mexican","2011","Number","35"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Mexican","2016","Number","44"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Venezuelan","2011","Number","12"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Venezuelan","2016","Number","58"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Afghan","2011","Number","1"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Afghan","2016","Number","12"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Australian","2011","Number","345"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Australian","2016","Number","212"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","New Zealander","2011","Number","127"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","New Zealander","2016","Number","65"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Multi nationality","2011","Number","71"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Multi nationality","2016","Number","453"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","No nationality","2011","Number","38"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","No nationality","2016","Number","38"
